WORD,POS
"priderėjo",V
"pridėsi",V
"pridėti",V
"priduodamas",V
"priduoti",V
"prie",AP
"prieičiau",V
"prieinančiąsias,priseinančias?",V
"prieinančio",V
"prieis",V
"prieiti",V
"priejautos",NA
"priėjimo",NA
"priėjimopi",NA
"priėjo",V
"priėmei",V
"priėmėme",V
"priėmęs",V
"priėmė",V
"priėmimą",NA
"priėmimas",NA
"priėmime",NA
"priėmimo",NA
"priėmusi",V
"priepekluose",NA
"priepuolių",NA
"priepuoliuose",NA
"prierauk",V
"prierauti",V
"priesakis",ADJ
"priesakių",NA
"priesakų",NA
"prieš",AP
"priešininkas",NA
"priešintis",V
"priešinykai",NA
"priešinyko",NA
"priešinykų",NA
"priešinykus",NA
"priespauda",NA
"priespaudas",NA
"priespaudomis",NA
"priespaudose",NA
"priespaudos",NA
"priešus",NA
"prieteliams",NA
"prieteliaus",NA
"prietikimų",NA
"priežastimi",NA
"priežasti",NA
"priežastis",NA
"priežinė",NA
"prigimimo",NA
"prigimtieji",V
"prigobs",V
"prigręžk",V
"priima",V
"priimčiau",V
"priimdavo",V
"priimdinėti",V
"priimk",V
"priimsi",V
"priimtiniu",ADJ
"priimti",V
"priimtų",V
"priklaupęs",V
"prikuopia",V
"prikuoptų",V
"prileidai",V
"prilyginimo",NA
"primanant",V
"prim",AP
"primitindami",V
"pripuolė",V
"prirašinėju",V
"pririšto",V
"prisakymą",NA
"prisakyme",NA
"prisakymo",NA
"prisakymopi",NA
"prisakymų",NA
"prisakymus",NA
"prisakytus",V
"prisiartinčiau",V
"prisiartini",V
"prisiartino",V
"prisiartinti",V
"prisidabojo",V
"prisiega",NA
"prisiegoja",V
"prisieiti",V
"prisiekėme",V
"prisiekia",V
"prisiekti",V
"prisiektų",V
"prisigatavymu",NA
"prisiimtų",V
"prisileidau",V
"prisiminėti",V
"prisirengti",V
"prisitaisyti",V
"prisiveizdėdama",V
"priskaityta",V
"prislėgimas",NA
"prispaustas",V
"pristoja",V
"pristotieji",V
"pritaisymo",NA
"pritaisymus",NA
"pritarimo",NA
"pritaryti",V
"pritarytojams",NA
"pritekimas",NA
"pritekimus",NA
"pritikimų",NA
"pritikimuose",NA
"prityriau",V
"privadžiodami",V
"privadžioja",V
"privalau",V
"privaliausias",ADJ
"privalomas",V
"privalomą",V
"privalome",V
"privalomus",ADJ
"privalomu",V
"privalomų",V
"privalo",V
"privalu",ADJ
"privalų",ADJ
"privalus",ADJ
"privalymas",NA
"privalyme",NA
"privalymų",NA
"prouerb",-
"Ps",-
"psa",-
"psal.",-
"psalm.",-
"puldinėju",V
"pusiaudienį?",NA
"putlumas",NA
"putos",NA
"radau",V
"radimosi",NA
"ragauti",V
"ragavimas",NA
"raišą",ADJ
"ramiai",ADV
"randamės",V
"randasi",V
"randa",V
"ranka",NA
"ranką",NA
"rankas",NA
"rankos",NA
"rankų",NA
"rasdami",V
"rasi",V
"rašo",V
"raštas",NA
"rasti",V
"raupuoti",ADJ
"rėdo",V
"rėdytojas",NA
"rėdytojaus",NA
"regėjimas",NA
"regėsis",V
"regės",V
"regėti",V
"regėtų",V
"regimų",V
"regina",-
"regiu",V
"regi",V
"regulai",NA
"reikalą",NA
"reikalas",NA
"reikale",NA
"reikalingą",ADJ
"reikalingai",ADV
"reikalingas",ADJ
"reikalingų",ADJ
"reikalingus",ADJ
"reikalų",NA
"reikaluose",NA
"reikia",V
"reikią",V
"reiškiai",ADV
"reiškūs",ADJ
"relikvijas",NA
"rikią",NA
"rodijimu",NA
"rodydamas",V
"rodydami",V
"rodytis",V
"rodžiasi",V
"rodžiuosi",V
"rodžiu",V
"rojų",NA
"rokavojiesi",V
"rokavojuosi",V
"rokunda",NA
"romumas",NA
"romūs",ADJ
"ronas",NA
"ronų",NA
"rožių",NA
"rūbo",NA
"rūbuose",NA
"rūpesčiuose",NA
"rūpinasi",V
"rūpinimo",NA
"rūpinkitės",V
"rūpinosi",V
"rūstauti",V
"rūstinti",V
"rūstybė",NA
"ruzgėdami",V
"Rymo",NT
"ryšius",NA
"ryto",NA
"s.",-
"saitinį",NA
"sakai",V
"sakant",V
"sakeisi",V
"sakioti",V
"sako",V
"sakramentai",NA
"sakramentą",NA
"sakramentas",NA
"sakramente",NA
"sakramento",NA
"sakramentopi",NA
"sakramentui",NA
"sakramentu",NA
"sakramentų",NA
"sakramentus",NA
"sakydamas",V
"sakyki",V
"sakymą",NA
"sakyti",V
"sakytųsi",V
"sakytų",V
"saldaus",ADJ
"saldiji,saldžioji",ADJ
"saldų",ADJ
"saldume",NA
"saldumi",NA
"saldus",ADJ
"saldusis",ADJ
"saldybei",NA
"saldybe",NA
"saldybė",NA
"saldybės",NA
"saldžiąsias",ADJ
"saldžiausiame",ADJ
"saldžiausias",ADJ
"saldžiausiasis",ADJ
"saldžiausioji",ADJ
"saldžiausiopi",ADJ
"šalies",NA
"šalis",NA
"šaltį",NA
"salue",-
"samaritone",NA
"sambares",NA
"sąnariai",NA
"sąnarių",NA
"sandarą",NA
"sargui",NA
"sargu",NA
"sargus",ADJ
"sargybe",NA
"sargybės",NA
"šarvu",NA
"saugodami",V
"saugoja",V
"saugojo",V
"saugosi",V
"saugotas",V
"saugotis",V
"saugoti",V
"saugotumbei,saugotumei",V
"saugotųsi",V
"saugotų",V
"šaukiame",V
"šaukia",V
"sau",PPER
"savai",PPER
"savampi",PPER
"savam",PPER
"sava",PPER
"savą",PPER
"savas",PPER
"save",PPER
"savęspi",PPER
"savęs",PPER
"saviems",PPER
"savimi",PPER
"savimpi",PPER
"savipi",PPER
"savomis",PPER
"savo",PPER
"savospi",PPER
"savos",PPER
"savuoju",PPER
"savuosna",PPER
"savu",PPER
"savų",PPER
"savus",PPER
"savyje",PPER
"sėdėti",V
"sėdi",V
"šeimyna",NA
"sekiočiau",V
"sekiojau",V
"sekiojo",V
"sėklą",NA
"sekma",ADJO
"sekmą",ADJO
"sekmoje",ADJO
"sektumbime,sektumėme",V
"sename",ADJ
"senatvės",NA
"senieji",ADJ
"senų",ADJ
"septynias",CARD
"septyni",CARD
"septynios",CARD
"septyniose",CARD
"septynis",CARD
"serafinai",NA
"sergančiopi",V
"sergantį",V
"sergąs",V
"sergą",V
"sergėdamiesi",V
"sergėjosi",V
"sergėjo",V
"sergėtis",V
"sergėti",V
"sėsdamiesi",V
"seserį",NA
"šeši",CARD
"šešios",CARD
"šešta",ADJO
"šeštą",ADJO
"šeštoje",ADJO
"šėtonas",NA
"šėtono",NA
"šiąją",PD
"šiam",PD
"šią",PD
"siela",NA
"sielojasi",V
"sielojimo",NA
"sielojosi",V
"sielos",NA
"sielvartuose",NA
"šie",PD
"silpno",ADJ
"silpnybę",NA
"šio",PD
"šios",PD
"ši",PD
"šį",PD
"širdies",NA
"širdimi",NA
"širdį",NA
"širdin",NA
"širdis",NA
"širdyje",NA
"širdys",NA
"šitai",ITJ
"šitai",PD
"šitai",PTK
"šitąja",PD
"šitame",PD
"šitam",PD
"šita",PD
"šitą",PD
"šitas",PD
"šitie",PD
"šitokia",PD
"šitokios",PD
"šito",PD
"skaičiaus",NA
"skaičių",NA
"skaitant",V
"skaitomus",V
"skaityti",V
"skaitytojop",NA
"skelame",V
"skiriasi",V
"skiria",V
"skiriuosi",V
"skolas",NA
"skomiepi",NA
"skomies",NA
"skomios",NA
"skomiospi",NA
"skrynia",NA
"skrynioje",NA
"skubinasi",V
"skundiesi",V
"skundimą",NA
"skyda",NA
"skyriaus",NA
"skyriumi",NA
"slaposi",V
"slaptės",NA
"slaptų",NA
"slepia",V
"sloviju",V
"smarkiąja",ADJ
"smarkumu",NA
"smarsu",NA
"šniupščiodami",V
"societatis",-
"Sodomos",NT
"šono",NA
"sopuliai",NA
"sopuliais",NA
"sopulį",NA
"sosto",NA
"sparnais",NA
"spaviedies",NA
"spaviedį",NA
"spaviedotųsi",V
"stalo",NA
"stalopi",NA
"stebėtis",V
"stebuklas",NA
"stebuklinga",ADJ
"stebuklingai",ADV
"stebuklingas",ADJ
"stembdamas",V
"stembti",V
"sterblės",NA
"stiebai",NA
"stiebiepi",NA
"stipra",ADJ
"stipria",ADJ
"stipriai",ADV
"stiprintis",V
"stiprintų",V
"stiprios",ADJ
"stipriu",ADJ
"stipro",ADJ
"stiprumu",NA
"stiprybe",NA
"stiprybės",NA
"stojamės",V
"stojasi",V
"stoją",V
"stoną",NA
"storastos",NA
"stovėti",V
"strujus",NA
"stulpai",NA
"su",AP
"subjaurintas",V
"subristi",V
"subtilnas",ADJ
"sūdą",NA
"sūdas",NA
"sudėjimą",NA
"sudėjime",NA
"sudėjo",V
"suderėjimą",NA
"sudėtas",V
"sūdo",NA
"sūdu",NA
"sūdytų",V
"sūdžia",NA
"sugrįžo",V
"sugrįžtų",V
"suguldymas",NA
"suimtas",V
"suimti",V
"sujungtos",V
"sukakus",V
"sukalbėti",V
"suma",NA
"sumišime",NA
"sūnaus",NA
"sūneliai",NA
"sunkesnį",ADJ
"sunkiai",ADV
"sunkius",NA
"sunkybę",NA
"sunkybėn",NA
"sunkybėse",NA
"sunkybes",NA
"sunkybės",NA
"sūnui",NA
"sūnumi",NA
"sūnumis",NA
"sūnums",NA
"sūnų",NA
"sūnupi",NA
"sūnus",NA
"sūnūs",NA
"suprantama",V
"supratimo",NA
"surinkimas",NA
"surystėje",NA
"susieiti",V
"susimilęs",V
"susimilki",V
"susimilk",V
"susimilstančiu",V
"susimilstantį",V
"susimilstąs?",V
"susimils",V
"susimiltų",V
"susimylai",V
"susimylimą",NA
"susimylimas",NA
"susimylime",NA
"susimylimo",NA
"susiverčia",V
"sutirpymą",NA
"sutrimimą",NA
"sutvarčioji",V
"sutvėrėją",NA
"sutvėrėjas",NA
"sutvėrėjau",NA
"sutvėrėjį",NA
"sutvėrėjo",NA
"sutvėrėju",NA
"sutvėrė",V
"sutvėrimo",NA
"sutvėrimopi",NA
"sutverti",V
"sutvertojas",NA
"sutvertus",V
"suvieninimo",NA
"suvieninta",V
"švankų",ADJ
"švankumas",NA
"švankumopi",NA
"svečią",NA
"svečio",NA
"sveika",ADJ
"sveiką",ADJ
"sveikas",ADJ
"sveikatą",NA
"sveikatoje",NA
"sveikatos",NA
"sveikieji",ADJ
"sveikindamas",V
"švenčiausia",ADJ
"švenčiausią",ADJ
"švenčiausiai",ADJ
"švenčiausiais",ADJ
"švenčiausiam",ADJ
"švenčiausiame",ADJ
"švenčiausias",ADJ
"švenčiausiasis",ADJ
"švenčiausio",ADJ
"švenčiausioji",ADJ
"švenčiausiopi",ADJ
"švenčiausios",ADJ
"švenčiausiospi",ADJ
"švenčiausiu",ADJ
"švenčia",V
"švenčiumpi",NA
"švenčių",NA
"šventa",ADJ
"šventą",ADJ
"šventai",ADJ
"šventai",ADV
"šventaisiais",ADJ
"šventąja",ADJ
"šventam",ADJ
"šventas",ADJ
"šventasis",ADJ
"šventėje",NA
"šventes",NA
"šventės",NA
"šventieji",ADJ
"šventiems",ADJ
"šventiems",NA
"švento",ADJ
"šventoje",ADJ
"šventoji",ADJ
"šventomis",ADJ
"šventopi",ADJ
"šventos",ADJ
"šventospi",ADJ
"šventų",ADJ
"šventųjų",ADJ
"šventųjų",NA
"šventuoju",ADJ
"šventuose",ADJ
"šventuosius",ADJ
"šventuosius",NA
"švęsdami",V
"švęskis",V
"švęsti",V
"švęstumbei,švęstumei",V
"svetimo",ADJ
"svetimos",ADJ
"svetimoteriauk",V
"svetimoteriauti",V
"svetimų",ADJ
"sviečijimo",NA
"šviesai",NA
"šviesą",NA
"svietas",NA
"sylomis",NA
"sylos",NA
"tačiau",KO
"tada",ADV
"tad",ADV
"tadang",ADV
"tad",KO
"tad",PTK
"tai",-
"taigi",PTK
"tai",KO
"taip",ADV
"tai",PD
"taip",KO
"taipo",ADV
"taipogi",ADV
"taipogi",PTK
"taip",PTK
"taip",PTK???
"tai",PTK
"taiso",V
"taisytojas",NA
"tąja",PD
"tąją",PD
"tąjėg",ADV
"tame",PD
"Tamošiaus",NT
"Tamošiumi",NT
"tampame",V
"tampa",V
"tam",PD
"tampi",V
"tankiai",ADV
"tankiau",ADV
"tankų",ADJ
"tapčiau",V
"tą",PD
"tapęs",V
"tapsime",V
"tapsite",V
"taptumbime,taptumėme",V
"taptų",V
"tarei",V
"tarė",V
"tari",V
"tarnai",NA
"tarnaitė",NA
"tarnaitės",NA
"tarną",NA
"tarnas",NA
"tarnaudamas",V
"tarnaudami",V
"tarnauti",V
"tarnautumbime,tarnautumėme",V
"tarnautumbite,tarnautumėte",V
"tarnautų",V
"tarnavime",NA
"tarnavimu",NA
"tarno",NA
"tarnui",NA
"tarnus",NA
"tarp",AP
"tarpininkams",NA
"tarpinyke",NA
"tarpinykė",NA
"tarpinykus",NA
"tarpus",NA
"tarydamas",V
"tarydami",V
"tarysi",V
"taryta",V
"tasai",PD
"tas",PD
"tatai",PD
"tau",PPER
"tautų",NA
"tavai",PPER
"tavais",PPER
"tavame",PPER
"tavam",PPER
"tava",PPER
"tavą",PPER
"tavas",PPER
"tave",PPER
"tavęspi",PPER
"tavęs",PPER
"taviems",PPER
"tavimi",PPER
"tavimpi",PPER
"tavipi",PPER
"tavoje",PPER
"tavomis",PPER
"tavopi",PPER
"tavo",PPER
"tavospi",PPER
"tavos",PPER
"tavumpi",PPER
"tavu",PPER
"tavų",PPER
"tavus",PPER
"tegul",PTK
"teikdami",V
"teikeisi",V
"teikėsi",V
"teikiesi",V
"teikis",V
"teiksiesi",V
"teiktumbeisi,teiktumeisi",V
"teiktumbime,teiktumėme",V
"teiktųsi",V
"teipaja",PTK
"teipajeg",ADV
"teisaus",ADJ
"teisiai",ADV
"teisiųjų",ADJ
"teisų",ADJ
"teisybė",NA
"teisybės",NA
"teisybių",NA
"tekėčiau",V
"tekėti",V
"teko",V
"teku",V
"ten",ADV
"tenai",ADV
"teologą",NA
"te",PTK
"teriojame",V
"terioja",V
"Tertulianus",-
"tesiduodi",V
"testamento",NA
"testamentu",NA
"tęstųsi",V
"tėvai",NA
"tėvainiais",NA
"tėvainimi",NA
"tėvainiu",NA
"tėvainumą",NA
"tėvainumo",NA
"tėvainumopi",NA
"tėvą",NA
"tėvas",NA
"tėve",NA
"tėvo",NA
"Tėvo",NT
"tėvopi",NA
"tėvui",NA
"tėvu",NA
"tėvų",NA
"tėvykščia",NA
"tėvykščią",NA
"tėvykštavimą",NA
"tiektai",ADV
"tie",PD
"tiesa",NA
"tiesą",NA
"ties",AP
"tiesos",NA
"tikėdamas",V
"tikėdamiesi",V
"tikėdami",V
"tikėjimą",NA
"tikėjimąsi",NA
"tikėjimas",NA
"tikėjimo",NA
"tikėjimopi",NA
"tikėjimosi",NA
"tikėjimusi",NA
"tikėti",V
"tikiesi",V
"tikimės",V
"tikiu",V
"tiki",V
"tikra",ADJ
"tikrai",ADV
"tikrais",ADJ
"tikrąja",ADJ
"tikram",ADJ
"tikras",ADJ
"tikrasis",ADJ
"tikro",ADJ
"tikroje",ADJ
"tikroji",ADJ
"tikrojo",ADJ
"tikropi",ADJ
"tikrospi",ADJ
"tikru",ADJ
"tikrųjų",ADJ
"tikruoju",ADJ
"tiktai",KO
"tiktai",PTK
"tingėjimas",NA
"tinginčiu",V
"tingus",ADJ
"toblyčios",NA
"tobulai",ADV
"tobulas",ADJ
"tobuliau",ADV
"tobulumą",NA
"tobulume",NA
"tobulumopi",NA
"todrin",ADV
"todrinag",ADV
"tojag",ADV
"toje",PD
"toji",PD
"tojo",PD
"tokiam",PD
"tokiems",PD
"tokie",PD
"tokio",PD
"tokiopi",PD
"tokiosna",PD
"tokios",PD
"tokį",PD
"tokiu",PD
"tokių",PD
"toksai",PD
"toli",ADV
"tolimam",ADJ
"tomis",PD
"to",PD
"topi",PD
"tose",PD
"tos",PD
"traicė",NA
"traicę",NA
"traicės",NA
"trauki",V
"trečia",ADJO
"trečią",ADJO
"trečiąja",ADJO
"trečias",ADJO
"trečio",ADJO
"trečioje",ADJO
"trejopo",ADJ
"trejus",CARD
"treti",ADJO
"tris",CARD
"trobeles",NA
"trokšk",V
"trokštame",V
"trokštantį",V
"trokšta",V
"trokšti",V
"trokštu",V
"troškumas",NA
"trumpą",ADJ
"trumpai",ADV
"trumpas",ADJ
"trumpiau",ADV
"truputį",ADV
"trys",CARD
"ttodrinag",ADV
"tūlais",PI
"tūlas",PI
"tūleriopas",ADJ
"tūleriopos",ADJ
"tūleriopų",ADJ
"tūli",PI
"tūloms",PI
"tūlu",PI
"tūlų",PI
"tūlus",PI
"tuointimpos",ADV
"tuojau",ADV
"tuojaus",ADV
"tuo",KO
"tuo",PD
"tuo",PTK
"tuose",PD
"tuos",PD
"tų",PD
"tu",PPER
"turėdamas",V
"turėjai",V
"turėjau",V
"turėjosi",V
"turėjo",V
"turėk",V
"turėsi",V
"turės",V
"turėti",V
"turėtumbei,turėtumei",V
"turėtumbime,turėtumėme",V
"turėtume",V
"turėtųsi",V
"turėtų",V
"turime",V
"turisi",V
"turiu",V
"turi",V
"turte",NA
"turtinta",V
"turto",NA
"turtų",NA
"tuščiai",ADV
"tuščiu",ADJ
"tuščių",ADJ
"tuskymas",NA
"tvardymas",NA
"tvirtas",ADJ
"tyčiomis",ADV
"tylisi",V
"ubagystės",NA
"ugnimi",NA
"ugnį",NA
"uolos",NA
"urėdo",NA
"už",AP
"užauga",V
"užaušusiu",V
"užblėstančia",V
"uždengęs",V
"uždengta",V
"uždengtą",V
"uždengtoji",V
"uždrausto",V
"uždraustų",V
"užgimimas",NA
"užgimimo",NA
"užgriūtų",V
"užgulėjo",V
"užguli",V
"užgynęs",V
"užkietėjimas",NA
"užklystų",V
"užlaiko",V
"užlaikysime",V
"užlaikyti",V
"užleistoji",V
"užmiršdamas",V
"užmiršęs",V
"užmiršimą",NA
"užmiršk",V
"užmiršo",V
"užmiršta",V
"užmiršti",V
"užmirštumbei,užmirštumei",V
"užmokėdamas",V
"užmuša",V
"užmušimas",NA
"užmušk",V
"užmuštieji",V
"užmušti",V
"užpultų",V
"užpylei",V
"užraišioji",V
"užrakina",V
"užrausta",V
"užretėjusi",V
"užriš",V
"užšalęs",V
"užšalime",NA
"užšalusiu",V
"užsaugojimo",NA
"užsaugosime",V
"užsaugoti",V
"užsausaugojęs",V
"užsėda",V
"užsidegčiau",V
"užsidengia",V
"užsidrūtinimas",NA
"užsilaikė",V
"užsilaikyk",V
"užsilaikyti",V
"užsiliko",V
"užsiliktų",V
"užsirakina",V
"užslėgtų",V
"užslėpti",V
"užtarytoja",NA
"užtarytojus",NA
"užties",ADV
"užturėdami",V
"užturėta",V
"užu",AP
"užvėsime",NA
"užvėsusiu",V
"užžengė",V
"užžengimas",NA
"v.",-
"vadiname",V
"vadinasi",V
"vadina",V
"vadinėjai",V
"vadinėjimu",NA
"vadinėji",V
"vadinėtų",V
"vadini",V
"vadinti",V
"vaikai",NA
"vaikėkų",NA
"vaikeliai",NA
"vaikeliams",NA
"vaikelis",NA
"vaikelius",NA
"vainiką",NA
"vaisiaus",NA
"vaisių",NA
"vaisius",NA
"vaistai",V
"vaistą",NA
"vaisto",NA
"vaistu",NA
"vaistus",NA
"vaistytojaus",NA
"vaistytojo",NA
"vaistytojopi",NA
"vaitas",NA
"vakarą",NA
"vakaras",NA
"vakaro",NA
"valandoje",NA
"valdžioja",V
"valdžioje",NA
"valgei",V
"valgo",V
"valgyčiau",V
"valgydami",V
"valgymas",NA
"valgyme",NA
"valgymo",NA
"valgyti",V
"valiai",NA
"valia",NA
"valią",NA
"valios",NA
"valksną",NA
"vangstyti",V
"vardais",NA
"vardą",NA
"vardan",AP
"vardas",NA
"vardo",NA
"vardui",NA
"vardu",NA
"vargai",NA
"vargais",NA
"vargas",NA
"vargesnė",ADJ
"vargiai",ADV
"vargo",NA
"vargų",NA
"varguose",NA
"vargus",ADJ
"vargus",NA
"vartodamas",V
"vartoja",V
"vartojimą",NA
"vartoti",V
"vasaros",NA
"vasarumpi",NA
"vašku",NA
"veda",V
"vedi",V
"veidą",NA
"veidu",NA
"veikalai",NA
"veikalo",NA
"veikalu",NA
"veikalų",NA
"veikaluose",NA
"veikalus",NA
"veikėsi",V
"veikiasi",V
"veikiąs",V
"veikiau",ADV
"veiki",V
"veiksis",V
"veizdėdamas",V
"veizdėkite",V
"veizdėk",V
"veizdi",V
"veizdžiu",V
"veizėk",V
"vėl",ADV
"velinai",NA
"velinas",NA
"velino",NA
"velniopi",NA
"velsti",V
"Velykų",NT
"vengdami",V
"vengsiu",V
"vengti",V
"vergais",NA
"vergu",NA
"verkdami",V
"verkiantį",V
"verkia",V
"versmės",NA
"versmėspi",NA
"verta",ADJ
"vertą",ADJ
"vertai",ADV
"vertais",ADJ
"vertas",ADJ
"vertu",ADJ
"vestų",V
"vidurėjo",ADJ
"viduriai",NA
"viduryjęjo",ADJ
"viduryjęju",ADJ
"viduryje",NA
"vidutinius",ADJ
"viena",CARD
"vieną",CARD
"vienaip",ADV
"vienai",PI
"viename",CARD
"vienam",PI
"vienampi",ADJ
"viena",PI
"vienas",CARD
"vienas",PI
"vienatijas",ADJ
"vienatijį",ADJ
"vienatros",ADJ
"vieneliopai",ADV
"viengimis",ADJ
"vieno",CARD
"vienoji",PI
"vienok",ADV
"vienokig",KO
"vieno",PI
"vienos",CARD
"vienu",CARD
"vienus",CARD
"vienybę",NA
"viernųjų",ADJ
"vieros",NA
"Viešpačiui",NT
"Viešpatie",NT
"Viešpatiepi",NT
"Viešpaties",NT
"Viešpatiespi",NT
"Viešpatimi",NT
"Viešpatį",NT
"Viešpatipi",NT
"Viešpatis",NT
"Viešpats",NT
"viešpatų",NA
"Viešpatys?",NT
"vietinykas",NA
"vietoje",ADV
"vietoje",NA
"vietos",NA
"viežlyvai",ADV
"viežlyvų",ADJ
"viežlyvumo",NA
"viežlyvumu",NA
"viežlyvuose",ADJ
"vikarijus",NA
"viliąs",V
"viliojimu",NA
"Vilniuje",NT
"viltį",NA
"virpa",V
"viršutiniais",ADJ
"viršutiniuose",ADJ
"viršutinius",ADJ
"visadienį",ADJ
"visados",ADV
"visagalinčio",ADJ
"visagalinčiu",ADJ
"visagalintį",ADJ
"visais",PI
"visame",PI
"visa",PI
"visą",PI
"visas",PI
"visiems",PI
"visi",PI
"visogalinčiam",ADJ
"visogalinčio",ADJ
"visogalis",ADJ
"visogalisis",ADJ
"visogalybei",NA
"visogalybėje",NA
"visokiame",PI
"visokią",PI
"visokioje",PI
"visokio",PI
"visokios",PI
"visokiuose",PI
"visokių",PI
"visokius",PI
"visoks",PI
"visomis",PI
"viso",PI
"visos",PI
"visuose",PI
"visu",PI
"visų",PI
"visur",ADV
"visus",PI
"vogti",V
"vok",V
"vos",PTK
"votys",NA
"vylius",NA
"vynas",NA
"vyno",NA
"vyras",NA
"vyresnieji",NA
"vyresniu",ADJ
"vyresnius",ADJ
"vyriausias",ADJ
"vyriausios",ADJ
"vyro",NA
"vyzius",NA
"ypačiai",ADV
"ypačio",ADJ
"yra",V
"yra",VA
"Zacheušu",NT
"žadėjau",V
"žadėjimų",NA
"žadėjo",V
"žadėtą",V
"žadėti",V
"žadinančio",V
"žadindamas",V
"žadinimą",NA
"žadinu",V
"žaduosi",V
"žaizdą",NA
"žaizdas",NA
"žaizdų",NA
"žalčius",NA
"žalingų",ADJ
"žalos",NA
"žalospi",NA
"žemai",ADV
"Žemaičių",NT
"žemasis",ADJ
"žemėje",NA
"žemėjų",ADJ
"žemę",NA
"žemės",NA
"žeminius",ADJ
"žeminosi",V
"žemyną",NA
"ženklas",NA
"ženklinamės",V
"ženkliname",V
"ženklinsis",V
"ženklintis",V
"ženklu",NA
"žiba",V
"žibėjimas",NA
"žibėjimu",NA
"žiburio",NA
"žinai",V
"žinau",V
"žingslį",NA
"žinodamas",V
"žinodami",V
"žinoma",V
"žinoti",V
"žino",V
"žmogaus",NA
"žmogauspi",NA
"žmogui",NA
"žmogumi",NA
"žmogų",NA
"žmogus",NA
"žmogystėje",NA
"žmogyste",NA
"žmogystė",NA
"žmona",NA
"žmonėmis",NA
"žmonėms",NA
"žmones",NA
"žmonės",NA
"žmonių",NA
"žmonos",NA
"žodį",NA
"žodis",NA
"žodžiai",NA
"žodžiais",NA
"žodžio",NA
"žodžiui",NA
"žodžiu",NA
"žodžių",NA
"žodžiuose",NA
"žodžius",NA
"zokane",NA
"zokaninkas",NA
"zokoną",NA
"zokonas",NA
"zupelnai",ADV
"žūvu",V
"žvaiždės",NA
"žvakės",NA
"žvilgterės",V
"žvilgterėti",V
"žyčydami",V
"žygį",NA
"žyme",NA
"žymė",NA
"žymę",NA
"žyminame",V
"žynauja",V
"žyvate",NA
"žyvato",NA
